resultId,raceId,driverId,constructorId,number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId
552,28,13,7,13,1,12,12,12,0,66,64:44.762,3884707,10,20,1:17.748,215.1312934982628,1
553,28,20,10,20,11,13,13,13,0,61,77:43.812,4663725,35,13,1:14.448,205.71606573589466,1
554,28,18,9,18,15,14,14,14,0,65,94:26.270,5666075,43,11,1:23.704,184.70056493242805,1
555,28,11,6,11,5,15,15,15,0,52,75:58.396,4558448,19,11,1:15.977,221.5369628931536,1
556,28,10,5,10,1,16,16,16,0,54,78:50.175,4730448,24,2,1:11.894,194.1695737816501,1
557,28,9,5,9,1,17,17,17,0,52,86:03.111,5163906,39,4,1:23.438,198.6093542751546,1
558,28,19,10,19,5,18,18,18,0,68,65:55.533,3955520,33,11,1:19.108,181.74378161406975,1
559,28,15,8,15,18,19,19,19,0,51,74:58.020,4498565,45,12,1:17.614,221.4866600954049,1
560,28,16,8,16,9,20,20,20,0,63,89:11.560,5351338,46,2,1:18.755,175.22873621930665,1
561,29,4,2,4,2,1,1,1,25,52,74:09.429,4449828,13,19,1:16.140,183.7663779935081,1
562,29,1,1,1,15,2,2,2,18,51,83:23.351,5003322,27,13,1:22.621,181.75410073634492,1
563,29,11,6,11,11,3,3,3,15,51,75:03.996,4503904,39,7,1:16.766,199.43434702585776,1
564,29,2,1,2,3,4,4,4,12,55,85:29.810,5129193,58,10,1:22.715,156.56857190479104,1
565,29,6,3,6,2,5,5,5,10,67,82:44.596,4964367,45,8,1:28.947,170.45970274371143,1
566,29,7,4,7,2,6,6,6,8,64,72:31.328,4351019,29,8,1:16.280,186.60393283848276,1
567,29,19,10,19,19,7,7,7,6,57,70:10.991,4210569,35,19,1:13.895,225.72964129288948,1
568,29,8,4,8,1,8,8,8,4,68,80:24.228,4824086,28,1,1:23.366,184.77949631011305,1
569,29,3,2,3,8,9,9,9,2,54,81:07.105,4867542,37,5,1:19.688,203.36418029368113,1
570,29,5,3,5,1,10,10,10,1,60,74:41.790,4481069,42,11,1:12.017,189.21389971073458,1
571,29,9,5,9,13,11,11,11,0,56,89:30.928,5370047,35,16,1:22.960,175.59358620112047,1
572,29,17,9,17,14,12,12,12,0,67,71:30.677,4290296,51,18,1:18.922,185.90124171536792,1
573,29,20,10,20,6,13,13,13,0,63,92:22.149,5542104,15,7,1:23.651,229.33648832809536,1
574,29,14,7,14,7,14,14,14,0,57,90:28.945,5428618,34,13,1:23.724,243.09857354766285,1
575,29,13,7,13,15,15,15,15,0,69,84:29.897,5069768,34,13,1:27.225,194.33563922109533,1
576,29,12,6,12,3,16,16,16,0,59,70:23.631,4223541,15,16,1:16.703,233.3070383524706,1
577,29,18,9,18,9,17,17,17,0,69,70:21.459,4221390,14,3,1:15.650,204.05888100620223,1
578,29,15,8,15,18,18,18,18,0,61,65:55.332,3955336,50,2,1:19.292,163.07453481299848,1
579,29,16,8,16,3,19,19,19,0,65,91:43.654,5503375,40,10,1:27.298,186.01009559664715,1
580,29,10,5,10,2,20,20,20,0,51,86:08.165,5168002,40,19,1:16.231,194.59543361945424,1
581,30,12,6,12,3,1,1,1,25,61,92:18.605,5538922,14,2,1:21.789,219.15679262216534,1
582,30,2,1,2,5,2,2,2,18,57,93:39.757,5619884,42,8,1:21.215,181.98290187133634,1
583,30,5,3,5,20,3,3,3,15,61,100:29.716,6029622,54,10,1:29.550,240.55479386296116,1
584,30,6,3,6,9,4,4,4,12,57,80:41.497,4841058,32,18,1:19.588,201.6050197942355,1
585,30,1,1,1,16,5,5,5,10,58,69:20.329,4160460,33,18,1:17.304,205.76458260690592,1
586,30,3,2,3,16,6,6,6,8,52,66:06.473,3966946,27,14,1:13.078,163.40889907135073,1
587,30,7,4,7,11,7,7,7,6,66,95:29.185,5729023,23,20,1:26.157,200.53106707598937,1
588,30,18,9,18,18,8,8,8,4,63,82:32.800,4952487,48,8,1:19.529,224.04902495966144,1
589,30,14,7,14,19,9,9,9,2,55,91:44.994,5504340,46,2,1:23.595,202.7503914544737,1
590,30,10,5,10,16,10,10,10,1,66,81:54.591,4914815,16,16,1:21.738,200.9191879223754,1
591,30,8,4,8,3,11,11,11,0,66,92:15.020,5535613,59,11,1:30.227,236.6696915435396,1
592,30,11,6,11,20,12,12,12,0,51,69:30.648,4170863,37,6,1:15.258,188.282483461041,1
593,30,4,2,4,5,13,13,13,0,55,59:00.812,3540197,43,15,1:10.462,198.1564500003519,1
594,30,13,7,13,14,14,14,14,0,59,80:50.735,4850915,26,14,1:26.231,196.8878414337412,1
595,30,17,9,17,20,15,15,15,0,67,80:15.877,4815097,27,5,1:17.793,193.40318846783302,1
596,30,9,5,9,20,16,16,16,0,59,61:31.085,3691383,28,3,1:04.234,191.52329156201247,1
597,30,15,8,15,12,17,17,17,0,64,90:57.414,5457182,52,5,1:20.676,229.79605263142707,1
598,30,19,10,19,2,18,18,18,0,69,82:35.270,4955575,13,18,1:21.165,232.02596663555175,1
599,30,20,10,20,2,19,19,19,0,57,85:49.412,5149911,20,5,1:25.273,210.61951323928182,1
600,30,16,8,16,3,20,20,20,0,58,78:53.482,4733932,20,12,1:20.459,174.43160155285705,1
601,31,6,3,6,2,1,1,1,25,56,70:40.638,4240659,49,7,1:18.189,200.79715083169944,1
602,31,2,1,2,6,2,2,2,18,53,86:35.489,5195104,27,12,1:17.111,197.3753065326136,1
603,31,4,2,4,3,3,3,3,15,61,55:18.734,3318624,56,10,1:01.249,235.09623751199229,1
604,31,1,1,1,8,4,4,4,12,52,82:06.470,4926289,16,7,1:22.365,220.033070067542,1
605,31,3,2,3,16,5,5,5,10,68,80:50.209,4850140,50,16,1:23.172,182.3640179106646,1
606,31,10,5,10,19,6,6,6,8,56,84:39.118,5079111,24,16,1:23.538,217.64227544151012,1
607,31,17,9,17,19,7,7,7,6,64,90:22.717,5422639,42,16,1:19.393,195.0622920686262,1
608,31,5,3,5,9,8,8,8,4,67,80:43.458,4843139,57,2,1:29.715,146.83047136291577,1
609,31,18,9,18,9,9,9,9,2,64,72:10.769,4330584,38,1,1:24.713,171.99858553633982,1
610,31,14,7,14,1,10,10,10,1,64,79:51.005,4791997,53,8,1:28.748,220.80123639805151,1
611,31,11,6,11,20,11,11,11,0,50,87:38.509,5258678,49,5,1:27.784,207.30741844430628,1
612,31,15,8,15,9,12,12,12,0,52,70:02.753,4202257,16,15,1:22.436,198.60493141542403,1
613,31,16,8,16,2,13,13,13,0,63,89:18.277,5358201,20,16,1:25.007,175.78634028386244,1
614,31,19,10,19,6,14,14,14,0,57,84:15.821,5055000,46,8,1:20.545,196.52756109430715,1
615,31,13,7,13,1,15,15,15,0,64,95:34.877,5734894,25,9,1:26.800,202.31649174453892,1
616,31,7,4,7,10,16,16,16,0,55,72:39.759,4359125,22,1,1:20.275,205.61926642330198,1
617,31,12,6,12,9,17,17,17,0,66,75:22.232,4522718,12,11,1:16.011,195.50754152817044,1
618,31,20,10,20,4,18,18,18,0,56,78:13.052,4693516,35,14,1:18.998,210.04582450764772,1
619,31,9,5,9,12,19,19,19,0,52,69:39.844,4179300,40,6,1:18.234,179.96086286608343,1
620,31,8,4,8,11,20,20,20,0,50,76:57.569,4617385,38,7,1:22.395,209.22535886818713,1
621,32,2,1,2,18,1,1,1,25,69,92:28.527,5548394,26,16,1:24.530,197.81090802325366,1
622,32,1,1,1,9,2,2,2,18,53,71:20.601,4280646,40,12,1:17.443,200.41377015733235,1
623,32,5,3,5,7,3,3,3,15,59,75:51.687,4551495,21,7,1:18.401,220.93823588976278,1
624,32,4,2,4,11,4,4,4,12,69,78:00.162,4680679,43,6,1:16.181,216.854120373969,1
625,32,11,6,11,8,5,5,5,10,69,88:15.085,5295381,40,11,1:21.393,189.87183783398174,1
626,32,12,6,12,20,6,6,6,8,54,73:31.790,4411354,18,16,1:20.437,220.74317797316485,1
627,32,3,2,3,8,7,7,7,6,50,84:46.798,5086888,53,2,1:24.241,246.49346611705636,1
628,32,7,4,7,3,8,8,8,4,55,77:35.211,4655547,43,17,1:23.043,194.45893799441816,1
629,32,17,9,17,3,9,9,9,2,69,82:07.511,4927872,27,13,1:23.107,207.0284954988397,1
630,32,13,7,13,4,10,10,10,1,59,80:47.266,4847081,47,6,1:13.378,184.23227772261987,1
631,32,18,9,18,5,11,11,11,0,66,79:44.743,4784003,49,12,1:30.212,212.8858305252251,1
632,32,6,3,6,19,12,12,12,0,64,95:10.261,5710947,25,8,1:23.239,227.92682986321856,1
633,32,20,10,20,17,13,13,13,0,66,74:02.395,4442429,54,10,1:19.838,210.38717491275776,1
634,32,9,5,9,5,14,14,14,0,69,64:34.535,3874141,34,7,1:13.638,191.2768911698503,1
635,32,14,7,14,1,15,15,15,0,56,77:13.889,4633756,33,11,1:22.328,200.57681743206624,1
636,32,10,5,10,10,16,16,16,0,54,91:30.934,5490863,33,16,1:20.352,201.95654349415847,1
637,32,16,8,16,2,17,17,17,0,56,84:41.526,5081716,20,2,1:21.870,209.07171047018437,1
638,32,15,8,15,7,18,18,18,0,62,83:56.804,5036491,26,12,1:17.635,245.2646567817107,1
639,32,8,4,8,5,19,19,19,0,51,80:28.296,4828281,20,6,1:17.572,221.16044776231627,1
640,32,19,10,19,7,20,20,20,0,51,79:59.786,4799713,13,6,1:19.624,222.14913861337902,1
641,33,3,2,3,15,1,1,1,25,68,64:40.318,3880116,58,3,1:14.559,190.41196572588012,1
642,33,4,2,4,17,2,2,2,18,69,77:26.447,4646268,20,2,1:21.201,204.0535672677038,1
643,33,2,1,2,12,3,3,3,15,60,73:59.886,4439659,32,13,1:23.804,188.5725682609418,1
644,33,17,9,17,8,4,4,4,12,68,80:49.727,4849814,57,6,1:15.252,212.84745183283135,1
645,33,5,3,5,14,5,5,5,10,53,71:35.953,4295464,21,6,1:25.778,212.84419544622526,1
646,33,11,6,11,11,6,6,6,8,53,80:31.563,4831082,40,1,1:26.140,184.0912410472607,1
647,33,13,7,13,9,7,7,7,6,59,88:01.699,5281593,11,6,1:31.270,207.83280479777866,1
648,33,8,4,8,11,8,8,8,4,64,69:13.620,4153044,37,10,1:19.421,229.1265694395917,1
649,33,19,10,19,15,9,9,9,2,67,78:29.593,4709424,50,2,1:24.871,208.4777896488797,1
650,33,1,1,1,6,10,10,10,1,59,77:37.132,4657228,20,1,1:23.289,251.15461838537988,1
651,33,12,6,12,4,11,11,11,0,61,98:31.789,5911082,29,18,1:25.640,189.63327980251827,1
652,33,16,8,16,4,12,12,12,0,54,82:05.714,4925722,33,13,1:18.207,182.62447298012688,1
653,33,7,4,7,16,13,13,13,0,55,62:19.749,3739355,10,17,1:13.586,214.48273118628995,1
654,33,6,3,6,17,14,14,14,0,56,70:09.041,4209353,37,11,1:17.386,215.66717421048062,1
655,33,10,5,10,19,15,15,15,0,50,81:59.055,4919776,51,2,1:23.848,178.4089917672114,1
656,33,15,8,15,9,16,16,16,0,51,101:02.109,6062938,58,1,1:27.584,209.13376021460797,1
657,33,9,5,9,13,17,17,17,0,53,71:44.904,4304029,50,18,1:15.715,183.62802601218397,1
658,33,14,7,14,7,18,18,18,0,65,87:52.452,5272222,25,1,1:22.370,183.96852123842643,1
659,33,20,10,20,1,19,19,19,0,51,85:03.797,5103579,56,20,1:29.699,171.27816974929885,1
660,33,18,9,18,13,20,20,20,0,62,66:19.401,3979119,33,2,1:15.175,190.9745893814094,1
661,34,1,1,1,14,1,1,1,25,60,82:59.795,4979183,51,3,1:20.316,181.44893338376545,1
662,34,6,3,6,9,2,2,2,18,59,92:36.519,5556233,30,13,1:26.314,193.92747854203998,1
663,34,2,1,2,9,3,3,3,15,51,87:30.292,5250912,10,4,1:20.355,191.6184418811271,1
664,34,4,2,4,2,4,4,4,12,60,77:53.585,4673674,39,6,1:19.753,237.06821595799656,1
665,34,5,3,5,16,5,5,5,10,61,76:05.000,4565313,17,16,1:17.305,210.77633856362246,1
666,34,3,2,3,10,6,6,6,8,63,76:07.324,4567067,59,19,1:20.165,182.31421994023364,1
667,34,12,6,12,20,7,7,7,6,67,85:48.824,5148014,59,10,1:14.353,207.5418044085356,1
668,34,16,8,16,6,8,8,8,4,63,69:05.707,4145894,35,15,1:18.879,174.00724660275168,1
669,34,15,8,15,17,9,9,9,2,55,99:26.830,5966315,38,11,1:27.975,181.42307965974464,1
670,34,9,5,9,19,10,10,10,1,59,76:47.680,4607820,45,15,1:22.524,194.98879262762617,1
671,34,17,9,17,13,11,11,11,0,52,71:48.680,4308711,22,2,1:14.455,178.1619460857301,1
672,34,10,5,10,8,12,12,12,0,54,72:29.104,4349407,10,9,1:19.329,163.5575175404232,1
673,34,20,10,20,15,13,13,13,0,60,76:47.269,4607176,47,12,1:18.556,160.4807340021676,1
674,34,7,4,7,9,14,14,14,0,52,79:41.284,4781514,27,20,1:19.238,224.5810061269523,1
675,34,8,4,8,10,15,15,15,0,67,75:29.413,4529850,34,19,1:19.711,232.61846275247262,1
676,34,11,6,11,12,16,16,16,0,66,69:47.227,4187834,26,14,1:20.498,193.09706237723947,1
677,34,13,7,13,5,17,17,17,0,60,85:20.275,5120954,44,15,1:23.109,195.18859935647836,1
678,34,19,10,19,8,18,18,18,0,55,79:13.046,4753371,39,12,1:17.559,177.47523585827875,1
679,34,14,7,14,9,19,19,19,0,53,92:59.075,5579764,18,13,1:29.815,222.7995022900102,1
680,34,18,9,18,7,20,20,20,0,68,75:22.087,4522767,28,17,1:12.076,221.7164263845749,1
681,35,2,1,2,20,1,1,1,25,64,80:03.704,4803224,31,3,1:17.101,223.53393986335382,1
682,35,14,7,14,17,2,2,2,18,56,73:29.622,4409733,10,11,1:14.624,154.7254278140715,1
683,35,4,2,4,3,3,3,3,15,64,93:02.868,5582727,21,20,1:27.932,180.0176072167914,1
684,35,1,1,1,2,4,4,4,12,65,78:10.008,4690957,22,19,1:23.831,187.70922432617812,1
685,35,5,3,5,18,5,5,5,10,68,68:02.392,4082804,22,8,1:21.822,232.36384978878155,1
686,35,3,2,3,4,6,6,6,8,50,80:58.663,4858051,45,19,1:17.639,199.8327577775188,1
687,35,6,3,6,13,7,7,7,6,61,74:23.970,4463651,21,18,1:16.605,215.6090381434164,1
688,35,12,6,12,12,8,8,8,4,60,101:45.319,6105910,18,18,1:28.701,153.71087842443046,1
689,35,7,4,7,14,9,9,9,2,50,89:15.208,5355867,34,8,1:21.836,189.69887954019742,1
690,35,11,6,11,18,10,10,10,1,65,81:03.288,4863522,11,14,1:23.256,200.97738366610307,1
691,35,18,9,18,15,11,11,11,0,61,80:12.463,4812362,23,15,1:15.182,153.70732395494423,1
692,35,13,7,13,10,12,12,12,0,52,63:20.726,3800508,58,8,1:14.987,168.229152765489,1
693,35,8,4,8,1,13,13,13,0,66,73:30.345,4410713,26,7,1:23.214,188.2567280042937,1
694,35,19,10,19,2,14,14,14,0,68,79:39.663,4779705,54,11,1:17.186,169.76603545500683,1
695,35,15,8,15,17,15,15,15,0,61,66:38.649,3998161,46,18,1:19.430,204.03864402131913,1
696,35,17,9,17,12,16,16,16,0,63,77:56.939,4676689,19,20,1:22.334,194.4665645656171,1
697,35,10,5,10,5,17,17,17,0,52,76:56.753,4616127,52,15,1:22.724,193.4940215135287,1
698,35,16,8,16,15,18,18,18,0,58,74:38.742,4478147,51,13,1:24.316,200.75393146247845,1
699,35,9,5,9,1,19,19,19,0,65,99:10.277,5950579,58,18,1:27.874,199.14083773324086,1
700,35,20,10,20,6,20,20,20,0,56,77:30.918,4650962,41,10,1:21.746,203.91344615270611,1
701,36,6,3,6,3,1,1,1,25,64,82:04.769,4924707,34,17,1:23.709,214.33178679519304,1
702,36,1,1,1,1,2,2,2,18,65,95:55.870,5755270,12,4,1:25.808,241.4005276495655,1
703,36,4,2,4,18,3,3,3,15,68,72:27.567,4347572,56,7,1:19.649,169.5534816921379,1
704,36,12,6,12,19,4,4,4,12,69,74:16.761,4456333,48,2,1:19.022,162.46013209097828,1
705,36,5,3,5,9,5,5,5,10,53,73:38.794,4418802,20,5,1:20.824,165.07066548841934,1
706,36,2,1,2,11,6,6,6,8,62,84:57.601,5097121,31,9,1:22.745,200.90885464664441,1
707,36,3,2,3,10,7,7,7,6,58,73:54.186,4434560,40,3,1:19.885,199.4930545049915,1
708,36,11,6,11,2,8,8,8,4,63,87:19.831,5239627,57,7,1:21.355,217.03152640492368,1
709,36,17,9,17,7,9,9,9,2,64,65:04.281,3904087,10,4,1:10.156,205.34463901697526,1
710,36,8,4,8,11,10,10,10,1,59,90:27.186,5427251,26,4,1:26.567,195.58899286042924,1
711,36,16,8,16,1,11,11,11,0,55,65:53.204,3953471,31,5,1:11.686,192.60179061085705,1
712,36,10,5,10,5,12,12,12,0,53,84:57.287,5097339,43,7,1:19.937,187.71564316114052,1
713,36,14,7,14,1,13,13,13,0,50,87:57.238,5277080,42,6,1:25.024,196.19107628141566,1
714,36,7,4,7,16,14,14,14,0,57,81:08.432,4868904,56,1,1:13.267,210.45020140421022,1
715,36,13,7,13,1,15,15,15,0,59,65:04.745,3904031,12,17,1:18.658,204.0456081524244,1
716,36,19,10,19,9,16,16,16,0,66,58:21.955,3501278,55,4,1:08.572,195.81366766757,1
717,36,18,9,18,5,17,17,17,0,63,94:43.169,5683792,24,1,1:24.847,186.473336971115,1
718,36,20,10,20,12,18,18,18,0,66,72:48.381,4368623,34,15,1:15.605,205.26029363539496,1
719,36,15,8,15,14,19,19,19,0,58,84:19.236,5059955,44,14,1:22.340,215.22995961970173,1
720,36,9,5,9,16,20,20,20,0,69,84:14.291,5054742,26,13,1:24.330,174.5096178538526,1
721,37,2,1,2,9,1,1,1,25,67,89:43.848,5383501,40,12,1:21.022,213.3206914677972,1
722,37,6,3,6,4,2,2,2,18,53,82:21.770,4941328,33,17,1:22.934,134.07493976034942,1
723,37,17,9,17,1,3,3,3,15,68,73:44.532,4424479,27,11,1:12.947,157.52104834598669,1
724,37,4,2,4,8,4,4,4,12,64,74:05.836,4445596,13,20,1:15.050,187.81210486808146,1
725,37,3,2,3,3,5,5,5,10,59,87:56.686,5276102,51,18,1:26.128,251.95166805411526,1
726,37,11,6,11,1,6,6,6,8,52,74:20.066,4460556,46,19,1:13.284,196.4203311721662,1
727,37,19,10,19,14,7,7,7,6,67,88:35.730,5315329,42,16,1:20.386,203.2026607309037,1
728,37,7,4,7,5,8,8,8,4,60,72:44.734,4364405,30,9,1:22.121,212.33490904031223,1
729,37,1,1,1,15,9,9,9,2,52,80:34.448,4834965,28,14,1:23.944,169.99046901673995,1
730,37,5,3,5,12,10,10,10,1,65,85:49.864,5149025,22,6,1:21.496,221.55742111654948,1
731,37,8,4,8,1,11,11,11,0,50,76:14.796,4574944,14,6,1:21.670,206.81076114744846,1
732,37,15,8,15,1,12,12,12,0,62,84:11.563,5051825,19,10,1:20.552,221.8361067814929,1
733,37,12,6,12,20,13,13,13,0,51,88:29.432,5309090,37,19,1:19.598,221.2028763734254,1
734,37,14,7,14,1,14,14,14,0,54,63:52.119,3832181,12,7,1:15.919,216.8033397017985,1
735,37,10,5,10,7,15,15,15,0,50,91:43.964,5503753,58,8,1:22.462,215.920951481715,1
736,37,16,8,16,5,16,16,16,0,55,71:53.481,4313070,35,1,1:26.771,203.2259908532539,1
737,37,13,7,13,1,17,17,17,0,57,68:47.787,4127662,25,13,1:22.502,193.44253407066086,1
738,37,18,9,18,12,18,18,18,0,50,68:16.745,4096468,18,3,1:09.114,196.95472333165011,1
739,37,9,5,9,18,19,19,19,0,63,91:34.892,5494847,12,2,1:24.480,225.43158155978773,1
740,37,20,10,20,7,20,20,20,0,65,71:06.638,4266432,30,19,1:23.600,190.44990105167145,1
741,38,2,1,2,16,1,1,1,25,67,85:27.636,5127540,42,1,1:29.203,207.85827021096432,1
742,38,5,3,5,18,2,2,2,18,66,89:01.849,5341355,10,19,1:22.437,192.1202663751376,1
743,38,12,6,12,15,3,3,3,15,67,62:30.892,3750423,48,16,1:15.847,210.37586034903444,1
744,38,3,2,3,11,4,4,4,12,65,85:00.344,5100375,41,6,1:20.661,204.77541430674708,1
745,38,6,3,6,12,5,5,5,10,66,84:55.740,5095623,36,13,1:18.839,168.28748586460816,1
746,38,18,9,18,3,6,6,6,8,50,66:35.376,3995904,31,18,1:16.439,205.46076216332494,1
747,38,1,1,1,7,7,7,7,6,53,88:30.172,5310641,26,2,1:19.557,219.27850846111141,1
748,38,7,4,7,10,8,8,8,4,62,82:05.783,4925654,50,2,1:19.694,194.17021157493295,1
749,38,13,7,13,4,9,9,9,2,66,84:01.200,5041144,11,18,1:16.756,189.75409707478056,1
750,38,10,5,10,1,10,10,10,1,66,76:47.779,4607939,13,13,1:20.094,218.96043696709572,1
751,38,9,5,9,5,11,11,11,0,54,84:56.080,5096563,39,9,1:31.261,192.8781590276189,1
752,38,19,10,19,10,12,12,12,0,65,71:39.292,4299801,24,13,1:24.076,173.13059440940884,1
753,38,15,8,15,11,13,13,13,0,67,73:30.887,4410578,45,10,1:17.414,180.80371988709913,1
754,38,11,6,11,8,14,14,14,0,52,58:56.578,3536599,16,4,1:10.162,204.04330755415785,1
755,38,8,4,8,18,15,15,15,0,60,82:19.426,4939488,58,6,1:28.807,207.60518852151847,1
756,38,17,9,17,11,16,16,16,0,64,69:09.992,4149552,50,11,1:18.626,210.69087226912382,1
757,38,4,2,4,5,17,17,17,0,63,76:04.602,4564129,32,14,1:24.103,179.85478818559713,1
758,38,14,7,14,9,18,18,18,0,62,99:26.717,5966537,55,10,1:27.623,206.40433155897657,1
759,38,20,10,20,19,19,19,19,0,67,78:34.123,4714078,28,1,1:16.295,208.65689107700555,1
760,38,16,8,16,8,20,20,20,0,55,68:41.047,4121663,20,17,1:20.182,180.97054968128558,1
761,39,4,2,4,8,1,1,1,25,53,76:39.280,4599494,53,15,1:23.039,197.89894247148365,1
762,39,1,1,1,13,2,2,2,18,50,79:56.890,4796779,28,1,1:16.259,168.2590269193879,1
763,39,10,5,10,3,3,3,3,15,55,80:30.453,4830454,53,1,1:23.143,203.13519044731754,1
764,39,3,2,3,13,4,4,4,12,64,77:36.843,4656921,14,5,1:18.670,227.8725735171469,1
765,39,6,3,6,3,5,5,5,10,56,85:01.882,5101000,27,1,1:23.216,208.9697090839288,1
766,39,8,4,8,1,6,6,6,8,56,68:23.444,4103556,52,11,1:20.190,168.70755745328393,1
767,39,11,6,11,7,7,7,7,6,59,68:49.565,4129664,44,12,1:13.546,169.34963446340672,1
768,39,20,10,20,16,8,8,8,4,69,69:31.113,4171072,40,4,1:18.501,173.98314052754006,1
769,39,5,3,5,14,9,9,9,2,58,100:18.317,6018656,44,13,1:31.674,181.22091704062265,1
770,39,17,9,17,19,10,10,10,1,65,84:41.657,5081419,16,13,1:21.675,183.9948180892707,1
771,39,9,5,9,15,11,11,11,0,57,76:09.466,4569812,52,5,1:21.705,183.2032425843922,1
772,39,12,6,12,9,12,12,12,0,60,66:54.618,4014761,40,16,1:10.745,229.48740143992015,1
773,39,19,10,19,7,13,13,13,0,67,74:39.263,4479844,52,7,1:17.040,178.05712700742373,1
774,39,15,8,15,14,14,14,14,0,67,90:49.367,5449352,31,4,1:25.243,168.2067845606718,1
775,39,2,1,2,3,15,15,15,0,62,96:24.501,5784348,44,16,1:27.206,189.58973562457567,1
776,39,14,7,14,16,16,16,16,0,66,77:58.922,4678304,44,20,1:11.172,181.45899816149333,1
777,39,18,9,18,9,17,17,17,0,61,78:49.910,4729807,30,20,1:25.162,199.35446211794763,1
778,39,13,7,13,12,18,18,18,0,50,75:17.242,4517934,38,16,1:12.408,207.87746436329488,1
779,39,16,8,16,3,19,19,19,0,64,82:53.768,4973960,16,1,1:22.560,220.95368122216794,1
780,39,7,4,7,11,20,20,20,0,69,86:45.869,5205412,42,7,1:23.395,177.62467674372306,1
781,40,4,2,4,12,1,1,1,25,60,82:12.513,4932545,59,9,1:25.193,174.4494503213672,1
782,40,5,3,5,18,2,2,2,18,69,66:49.664,4009303,39,18,1:15.873,186.40344580077553,1
783,40,12,6,12,16,3,3,3,15,69,90:48.513,5448087,33,2,1:18.504,182.59773325188837,1
784,40,2,1,2,3,4,4,4,12,61,74:43.127,4483021,17,2,1:24.901,209.24208757509876,1
785,40,9,5,9,10,5,5,5,10,52,74:38.415,4478777,29,10,1:15.028,244.08372335772447,1
786,40,6,3,6,5,6,6,6,8,69,74:58.060,4498237,17,7,1:28.837,193.9012286777222,1
787,40,3,2,3,10,7,7,7,6,63,91:31.898,5491418,27,15,1:20.997,187.9862787704488,1
788,40,17,9,17,1,8,8,8,4,67,88:45.025,5325879,24,19,1:20.507,199.09754219351896,1
789,40,11,6,11,1,9,9,9,2,57,72:41.587,4361214,28,12,1:23.318,212.35673565403835,1
790,40,13,7,13,8,10,10,10,1,53,71:21.132,4281118,34,7,1:17.790,225.4542946794253,1
791,40,1,1,1,5,11,11,11,0,58,84:22.577,5062678,16,17,1:19.527,179.6806260606378,1
792,40,14,7,14,11,12,12,12,0,51,77:07.928,4627185,35,2,1:30.636,169.10128155693198,1
793,40,7,4,7,15,13,13,13,0,59,62:48.782,3768769,51,17,1:13.955,181.05645903903905,1
794,40,20,10,20,4,14,14,14,0,65,85:15.818,5115844,42,6,1:18.073,196.2428119798256,1
795,40,18,9,18,16,15,15,15,0,69,78:49.765,4729599,38,6,1:16.409,184.56395942410748,1
796,40,10,5,10,10,16,16,16,0,50,97:12.819,5832757,52,12,1:24.397,201.4450409647583,1
797,40,8,4,8,10,17,17,17,0,68,76:58.312,4618702,45,2,1:22.857,197.51782692125062,1
798,40,15,8,15,11,18,18,18,0,59,86:39.464,5199280,55,4,1:19.018,231.36010062086638,1
799,40,19,10,19,16,19,19,19,0,65,85:45.273,5145803,32,11,1:15.038,222.21012283953308,1
800,40,16,8,16,4,20,20,20,0,68,75:59.353,4559807,18,12,1:13.257,218.46026473789,1
801,41,1,1,1,6,1,1,1,25,66,71:34.305,4294467,46,18,1:12.957,202.30003055704915,1
802,41,7,4,7,13,2,2,2,18,65,72:47.778,4367557,41,6,1:16.890,175.63782784099237,1
803,41,5,3,5,10,3,3,3,15,54,86:03.345,5163732,55,17,1:23.447,197.21462586664828,1
804,41,4,2,4,10,4,4,4,12,69,74:26.774,4466577,25,5,1:19.412,213.21838774310217,1
805,41,17,9,17,16,5,5,5,10,68,80:05.377,4805442,56,12,1:09.916,219.86669003215536,1
806,41,2,1,2,7,6,6,6,8,62,70:36.546,4236359,24,1,1:23.473,207.70938951696488,1
807,41,3,2,3,6,7,7,7,6,69,74:19.718,4459556,33,7,1:09.120,215.08124254462248,1
808,41,6,3,6,4,8,8,8,4,67,68:44.226,4124253,26,18,1:16.625,193.4484617390177,1
809,41,16,8,16,5,9,9,9,2,52,91:59.292,5519063,46,5,1:26.898,217.36130484822934,1
810,41,11,6,11,17,10,10,10,1,57,81:03.646,4863632,17,12,1:25.175,194.83908968777678,1
811,41,13,7,13,7,11,11,11,0,61,78:30.915,4710045,46,16,1:19.232,198.25666745826987,1
812,41,19,10,19,11,12,12,12,0,56,78:32.028,4712854,19,9,1:14.867,225.84858748674165,1
813,41,12,6,12,9,13,13,13,0,62,88:22.352,5302555,43,13,1:20.983,234.00858592918186,1
814,41,10,5,10,12,14,14,14,0,59,84:28.524,5068657,21,10,1:24.531,165.1926434877103,1
815,41,9,5,9,5,15,15,15,0,61,69:58.866,4198740,49,2,1:17.177,204.0445174918393,1
816,41,15,8,15,15,16,16,16,0,54,79:40.971,4780295,10,12,1:22.661,211.02668432179487,1
817,41,14,7,14,3,17,17,17,0,59,87:44.378,5264351,27,13,1:17.825,179.5349355324883,1
818,41,20,10,20,12,18,18,18,0,69,62:35.486,3755987,34,8,1:12.520,231.33018253411817,1
